Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
36718259574119,2015-06-04,,2015-06-04,Time:,,,,,,Additions to dropdowns in the dosage section
36718259574121,2015-06-04,2015-06-09,2015-06-09,Cycles,,,,,,Additions to dropdowns in the dosage section
33691674447204,2015-05-11,2015-05-12,2015-05-12,"add ""unit label"" dropdown to ""individual"" field type",Jignesh Patel,,"Table,Completed","when select ""individual"" field type, the unit label dropdown should be visible & usable",First Priority,
33618422697148,2015-05-10,2015-05-11,2015-05-11,Error when opening QC approved table,Jignesh Patel,,"Table,Completed,admin","ID 778677
all tables in this study won't open. after clicking ""OK,"" the ""please wait"" just continues",First Priority,
33576986445612,2015-05-08,2015-05-11,2015-05-11,Convert ID 640727 from Frequency Report to Text Assignment,Chetan Bhimewal,,"Text,Completed,admin,Frequency Report,Novartis COPD",,First Priority,
33559386181365,2015-05-08,2015-05-11,2015-05-11,Merge groups do not save,Jignesh Patel,,"Bugs,Highest Priority,Elsevier Venous Thromboembolism,PCSK-9/CETP inhibitor evidence hub","ID: 778677 
ID: 401353

After completing merge groups, clicking the “save data” button will bring up the spinning wheel for a second, but the usual “saved successfully” message box does not pop up after the spinning wheel disappears. Clearing cache/etc
",First Priority,
33584672084780,2015-05-08,2015-05-11,2015-05-11,Ability to uncheck text-only tables ,Jignesh Patel,,Table,"Tables are not displaying in merge groups COPD
Username: Angelica
Study ID: 571611 Table 2 NOT text only, not showing in merge groups
Study ID: 648625 Table 1: NOT text only, not showing in merge groups
Location: Merge Groups
Project: COPD

Summary:
Regular tables are not displaying within the Merge Groups page. Typically this happens with Text only tables but these tables are not text only.  This issue came up before https://app.asana.com/0/31569084342869/32845797820344 and the issue was that these were checked off by tech as Text Only tables.  The solution was simply unchecking them as text.  We may need an overall fix so this doesnt keep occurring.",First Priority,
33848583500791,2015-05-12,2015-05-12,2015-05-12,Cannot click on subgroup buttons,Soheb Rapati,,"Text,Completed,BMS- Renal Cell Carcinoma","Username: Gabrielle
Study ID: 702411

The buttons in the subgroup pop-up (baseline, narrative, etc.) are square and cannot be selected.",First Priority,
33248679005163,2015-05-05,2015-05-12,2015-05-12,Validation Issue: Not Reported checkbox not registering in validation report until box is opened and closed.,Sumit Patel,,Completed,"Username: Angelica
Study ID: All
Location: Text Extraction - Results
Project: All

Summary: Even though it does automatically check the NR checkbox within the outcome popup, it does not recognized that NR is checked until a cell has been opened and closed.  If the cell is not opened and close (so it registers the NR checkbox) this causes a validation error on the validations report page (pictured). 

Current work around is to click on cells, no need to press save, just open pop-up and close. If it is an entire row, open first cell and hold down tab and it will skip across the whole row and readjust once whole row has been completed. Repeat with the next row.  Very tedious.
",First Priority,
33483241653580,2015-05-07,2015-05-08,2015-05-08,The Finalize QC button fails to work,Sumit Patel,,"Completed,PCSK-9/CETP inhibitor evidence hub","Username: Bobby
Study ID: 613500
Location of Issue: Table QC, Table 2
Project: Amgen PCSK-9

Summary:
The table is ready to be finalized and approved, but the ""Finalize QC"" button specific to this table fails to work. Due to this, I am unable to approve the table and ultimately approve the study.",First Priority,
32748121763577,2015-04-28,2015-05-13,2015-05-13,Validation Issue: Accept minimum or maximum of a range when given alone and the total range is not given,Sumit Patel,,"BMS- Renal Cell Carcinoma,Natural History of HER2; Breast Cancer Database","Username: Rachel
Study ID: 342656
Location of Issue: Table QC - Table 2
Project: BMS Renal Cell Carcinoma

Summary: 
This table presents data as a maximum end of range, but validation does not accept only one part of the range—only a total inputted range passes the report. We need validation to accept minimum and maximum values on their own.

Screen shot attached.",First Priority,
33390213021512,2015-05-06,2015-05-14,2015-05-14,Validation Issue: Data with blank labels and blank values generate an error,Jignesh Patel,,PCSK-9/CETP inhibitor evidence hub,"Username: luyao
Study ID: 613448
Location of Issue: Validations, Table 3
Project: Amgen PCSK-9

Summary: 
Cells in this table have on text field, and two blank fields that are supposed to be deleted. The data labels and data values are all left blank, but they show up as validation errors and there’s no way to remove them other than
deleting the table and starting over.",First Priority,
32845797820344,2015-04-29,2015-05-05,2015-05-05,Individual Tables / Merge Groups not loading for specific Study IDs,Jignesh Patel,,"Completed,Highest Priority,BMS- Renal Cell Carcinoma,Novartis COPD","Username: Joshua
Study ID: 341396 - Table 3
Location: Merge Groups
Project: BMS RCC

Username: Joshua
Study ID: 359500 - Table 3
Location: Merge Groups
Project: BMS RCC

Username: Emily
Study ID: 652279 - Table 2
Location of Issue: Table Extraction
Project: Novartis COPD

Username: luyao
Study ID: 341636 - Table 4 not loading
Location of Issue: Merge Groups
Project: BMS RCC

Username: luyao
Study ID: 230838
Location of Issue: Merge groups, Table 1
Project: Janssen SGLT2

Summary:
When trying to access merge groups page, gets stuck on loading screen.  Seems to be due to individual tables with loading issues for each study.  Tables listed aswell",First Priority,
32845797820354,2015-04-29,2015-04-30,2015-04-30,341396 - Merge Groups / Table 3,,,,,,Individual Tables / Merge Groups not loading for specific Study IDs
32845797820356,2015-04-29,2015-04-30,2015-04-30,359500 - Merge Groups / Table 3,,,,,,Individual Tables / Merge Groups not loading for specific Study IDs
32845797820368,2015-04-29,2015-04-30,2015-04-30,652279 - Table 2,,,,,,Individual Tables / Merge Groups not loading for specific Study IDs
32845797820371,2015-04-29,2015-05-05,2015-05-05,341636 - Merge Groups / Table 4 not loading,,,,,,Individual Tables / Merge Groups not loading for specific Study IDs
33245584356636,2015-05-05,2015-05-06,2015-05-06,"The ""Range"" field type does not cause the units dropdown to appear for the cell.",Jignesh Patel,,"Completed,Elsevier COPD","user: emily
study ID: 604324
location: table 1
project: elsevier COPD

summary: Total range is the only data collected in the last row ""Range, exacerbations, per person"". When I go to input a unit, there is no unit drop down that shows up in the box. See attached picture",First Priority,
32110220498461,2015-04-20,2015-05-06,2015-05-06,Add validation error if radio button is not selected for group populations,Sumit Patel,,"Text,Table,Completed",,First Priority,
32219208668134,2015-04-21,2015-04-30,2015-04-30,Error Report shows duplicate group name for text,Stewart,,"Reed Hepatitis C,Elsevier Insect Repellent","Username: laurenb

Study ID: 510078
Location of Issue: Text Extraction (Groups)
Project: Elsevier Hepatitis C

Study ID: 586549
Location of Issue: Text Extraction (Groups)
Project: Elsevier Hepatitis C

Study ID: 586550
Location of Issue: Text Extraction (Groups)
Project: Elsevier Hepatitis C

Study ID: 778723
Location of Issue: Text Extraction (Groups)
Project: Elsevier Insect Repellant

Study ID: 778748
Location of Issue: Text Extraction (Groups)
Project: Elsevier Insect Repellant

Study ID: 778751
Location of Issue: Text Extraction (Groups)
Project: Elsevier Insect Repellant

Study ID: 778752
Location of Issue: Text Extraction (Groups)
Project: Elsevier Insect Repellant

Error message states “This study has a group with a duplicate name. Only the first one will be imported.
PR (G3 HCV)”.  The text template has been checked for each Study ID and no duplicate groups can be found.",First Priority,
31843844470121,2015-04-16,2015-04-30,2015-05-01,[Duplicate] 'validation: 95%CI range not accepting the range in the format of #-NR,Stewart,,Natural History of HER2; Breast Cancer Database,"Username: emily
Study ID: 390255
Location: text, group/results, #CI range field
Project: Natural History of HER2; Breast Cancer Database

Summary:
Study reports the 95% CIs for OS and Post-CNS-OS in the format of #-NR. Validations do not want to accept non-number in range",First Priority,
32335957161879,2015-04-22,2015-04-28,2015-04-28,"[Duplicate] Population radio buttons not working in group pop-up, causing validation error.",Soheb Rapati,,BMS- Renal Cell Carcinoma,"Username: augusta
Study ID: 341836
Location of Issue: Text Extraction - Group Popup - Whole Study
Project: BMS - Renal Cell Carcinoma

Username: Christina
Study ID: 341680
Location of Issue: Text Extraction
Project: BMS - Renal Cell Carcinoma

Summary:
Population radio buttons stop working randomly. Button is selected, but the Validation Error that the default population must be selected for the group still displays. Saving, exiting, and reopening the study temporarily fixes the problem, but buttons
need to be re-toggled. Sometimes the screen moves up, leaving a white rectangle at the bottom of the browser window when this error occurs.

I think the default population de-selecting happens when adding another arm, all previous arms lose the default",First Priority,
32476331753111,2015-04-24,2015-04-28,2015-04-28,"The ""same result"" validation error pops up even though the outcome's timepoints are actually different",Greg,,,"Username: Luyao (Table analyst); Bobby (Table QC)
Study ID: KB 493155
Location of Issue: Table assignment - Table 2
Project: ACC/AHA DAPT (dual antiplatelet therapy)

Summary: The ""same result"" validation error pops up even though the outcome's timepoints are actually different.
",First Priority,
32426531155926,2015-04-23,2015-04-24,2015-04-24,A QC'ed table is creating additional groups after finalizing the study.,Jignesh Patel,,"Bugs,Table,Highest Priority","Username:
Fasahath Husain

Study ID: 493094

Location of Issue:

1)      Type of Assignment: Table QC

2)      Location with Study: Table 1

Project: ACC/AHA DAPT (Dual antiplatelet therapy)

Summary:

The top left panel is qc’ed and just before finalizing it looks exactly as it should. But the anomalous table seen on the right bottom was noticed during or just before validation. The table was finalized correctly the first time and it jumbled up. It was fixed the second time and it jumbled up again.",First Priority,
32620438705856,2015-04-27,2015-04-27,2015-04-27,"Selecting multiple cells does not change the timepoints for all cells, only for a single cell",Jignesh Patel,,"Bugs,Completed,Highest Priority,Janssen Diabetes","Username: Rachel
Study ID:  602368 (and all studies)
Location of Issue: Table QC - Table 1 and all tables
Project: Janssen Diabetes

Summary: 
After the tech fix for the timepoint issue this morning (timepoints changing when field types are changed), now the timepoints cannot be mass-assigned by clicking multiple cells. Only one single cell accepts the timepoint change. 

Screen shot attached.",First Priority,
31845818122317,2015-04-16,2015-04-28,2015-04-28,"validations: system showing error for dosage field value being <15, but no dosage on the template matches this",Soheb Rapati,,"Completed,Natural History of HER2; Breast Cancer Database","User: emily
Study ID: 452905, 230838, 560884
Location: text extraction
Project: Natural History of HER2; Breast Cancer Database

Summary: 
Cannot find a dosage field on the template with <15 input as the value. This error is also showing up for tables, so not sure where the system is pulling this error from.",First Priority,
31987665753095,2015-04-17,2015-04-28,2015-04-28,validation: add validation for group + subgroup - unique group name,Soheb Rapati,,"Text,Table,Completed","user: emily
id: 711473
location: text, group/results, group popup windo
project: novartis Heart Failure Incidence/Prevalence - other country level

Summary:
System showing error for duplicate arm names. It was unable to identify the groups as different from subgroup alone, as they were both AA.  Had to rename the groups with subgroup identifier (AA-->AA, White and AA-->AA, African American, etc..) in order to fix this. System needs to recognize that subgroup info input in the group pop up makes the arm unique; the group name should still be allowed to be the same across arms",First Priority,
33349549574426,2015-05-06,2015-05-13,2015-05-13,"Validation Issue: Single value IQR data not passing validation, receiving error message ""can only have numeric range or decimal range""",Jignesh Patel,,"Table,Completed","Username: Rachel
Study ID: 678138
Location of Issue: Table QC - Table 1
Project: Elsevier PE

Summary: 
The “IQR” data label is selected from the drop down for a single value (data is not presented as a range), but the IQR label is causing a validation error within the Table QC interface that prevents the table from being finalized (but not on the error report). 

IQR data is not always given as a range.  Sometimes it is presented as the high range minus the low range as a single value as it is in this case.

Screen shots attached.",First Priority,
33389891045973,2015-05-06,2015-05-13,2015-05-13,Validation Issue: N/A population for tables not being automatically applied,Jignesh Patel,,"Completed,PCSK-9/CETP inhibitor evidence hub","Username: luyao
Study ID: 613448
Location of Issue: Table QC, Table 3
Project: Amgen PCSK-9

Summary: 
Any groups that does not have a population filled in also generates an error that prevents finalizing, even though the N/A should be automatically applied.",First Priority,
36073056820939,2015-05-29,2015-06-03,2015-06-03,"Validation Issue: Population in group pop-up must be whole numbers or 'na'. Population is entered as required, validation issue still occurs.",Soheb Rapati,,"Text,Group pop-up,Group/Results tab,NCCMH CBT for Psychosis","Username: augusta
Study ID: 436689

Summary: Validation error that population must be whole numbers or NA occurs, but population fields are filled in correctly. This is an old study being updated to current protocol.",First Priority,
36243949379754,2015-06-01,2015-06-03,2015-06-03,Highlights Pop-up Does Not Disappear After Clicking Away,Soheb Rapati,,"Text,Completed,NCCMH CBT for Psychosis","Username: gregl
Study ID: 562481

Project: NCCMH--CBT for Psychosis

Summary: While updating this study, trying to either delete highlights that were already templated or trying to add new highlights both result in the ""Highlights"" pop-up becoming permanently opened, thus preventing me from being able to switch between study/group
level, among other restrictions. The only way I've figured out to remove the ""Highlights"" pop-ups is to save & continue the study and then close & don't save and reopen the study. Attached is a screenshot of 2 different highlights getting stuck open after adding
the terms to the frequency report, and they stay open even though I closed the FR pop-up and even if I click anywhere else on the template.",First Priority,
34108979688115,2015-05-13,2015-05-14,2015-05-14,change textbox to paragraph box/able to expand,Soheb Rapati,,"Completed,frequency report tab,Frequency Report",,First Priority,
34404483346863,2015-05-15,2015-05-18,2015-05-18,Cannot choose Continuous/Variance/Range field type from dropdown in FR pop-up when only Result radio button is checked.,Soheb Rapati,,"Bugs,High Priority,Completed,frequency report tab,Elsevier Diabetes","Username: augusta
Study ID: 591375

When creating new lines in the FR pop-up, if only the Results radio button is checked, Continuous/Variance/Range is not a selectable field type in the drop-down. Can be worked around by also checking Characteristic radio button when creating
new lines.",First Priority,
29232107242820,2015-03-13,2015-05-18,2015-05-18,Add a QC Flag feature to FR items,Soheb Rapati,,"Completed,frequency report tab,Frequency Report","Include same 'flag' feature in FR as text extraction. 
",First Priority,
34108979688120,2015-05-13,,2015-05-13,add 1 overall at top of page,,,,,,Add a QC Flag feature to FR items
34108979688122,2015-05-13,,2015-05-13,add per item on left side,,,,,,Add a QC Flag feature to FR items
30842789612808,2015-04-03,2015-05-18,2015-05-18,do not allow text & FR assignments to be open at the same time by different users.,Chetan Bhimewal,,"Text,Frequency Report","if linked, as would occur with completion of task: https://app.asana.com/0/31569084342869/30321173066778 then shouldn't be allowed to open one if another user (or you) already has it open",First Priority,
24269964433672,2015-01-15,2015-05-14,2015-05-14,don't allow inclusion & exclusion selected at same time,Soheb Rapati,,"Bugs,Completed,frequency report tab,Frequency Report",these choices are mutually exclusive - can't select at same time,First Priority,
32731778313433,2015-04-28,2015-04-29,2015-04-29,Validation Error: system recognizing table 2 and 5 names as occurring more than once,Soheb Rapati,,"Completed,BMS- Renal Cell Carcinoma","Username: emily
Study ID: 341827
Location of issue: tables
Project: BMS RCC

Summary: validation system is reporting that tables 2 and 5 are used multiple times. I've checked all table names for the study and there is only one occurrence of each",First Priority,
32465306044900,2015-04-24,2015-04-29,2015-04-29,"""S"" appears in objective box after deleting and reopening",Soheb Rapati,,"Completed,BMS- Renal Cell Carcinoma","Username: Katrina
Study ID: 342115
Location of issue: text extraction - Objectives box on Study Level tab
Project: BMS Renal Cell Carcinoma (MASTER subscription)

Summary: 
an ""S"" appears in the objective box on the study level tab every time the study is re opened. I will delete the 'S' save and close the study then reopen the study and it will be back. I have cleared cache and I'm in incognito mode.

I've also noticed, in this same study as the S, is the 'study date' box keeps re-appearing saying ""accrued to this trial"". This study was reassigned to me from another analyst and originally had these boxes filled out, but I deleted them to fit the project instructions.
",First Priority,
33000712241400,2015-05-01,2015-05-04,2015-05-04,Table 3 will not load in Table QC,Soheb Rapati,,"Completed,Janssen Diabetes","Username: luyao
Study ID: 427237
Location of Issue: Table QC, Table # 3
Project: Janssen SGLT2

Summary: Table does not load in QC mode. Just getting the ""Please Wait""",First Priority,
33248714220792,2015-05-05,2015-05-06,2015-05-06,Table 2 will not load,Jignesh Patel,,"Completed,Janssen Diabetes","Username: Angelica
Study ID: 325063
Location of Issue: Table Extraction - Table 2
Project: Janssen Diabetes

Summary:
The rest of the study is ready to go and QC'ed but Table 1 wont open. Don't know if it has been extracted or QC'ed. I do know it was working before, but suddenly is not loading.
",First Priority,
33396298967469,2015-05-06,2015-05-08,2015-05-08,2 Tables will not load,Jignesh Patel,,"Completed,PCSK-9/CETP inhibitor evidence hub","Username: luyao
Study ID: 401750
Location of Issue: Table QC, supplementary table 1
Project: Amgen PCSK-9

Summary: Table cannot load in QC mode or in merge groups

Username: luyao
Study ID: 401353
Location of Issue: Table QC, supplementary table 1
Project: Amgen PCSK-9

Summary: Table cannot load in QC mode.
",First Priority,
33146913716196,2015-05-04,2015-05-08,2015-05-08,"Validation Issue:  System error for ""="" time point with only unit data filled in and no #",Sumit Patel,,Completed,"user: emily
id: 82917
Location: table 1
Project: Elsevier CF

Summery: validation error for two time points with ""="" and free text unit w/ no # data. Pictures attached
",First Priority,
34216542587207,2015-05-14,2015-05-15,2015-05-15,Non-text-only table not showing in merge groups,Jignesh Patel,,"High Priority,Completed,Natural History of HER2; Breast Cancer Database","user: Joshua
ID: 389512, Table 1
Merge groups
",First Priority,
34684212659882,2015-05-18,2015-05-19,2015-05-19,IQR values (within Age) get deleted after closing and returning to the study,Soheb Rapati,,"Text,Group pop-up,Completed,Group/Results tab,Novartis Heart Failure","Username: Ourania
Study ID: 666755

In the group pop-up, I checked the boxes for ""Median"" and ""IQR"" for age and entered those values in the appropriate boxes. After I saved the study and returned back to it, those values were no longer there.",First Priority,
34617240509738,2015-05-18,2015-05-20,2015-05-20,table assignment won't assign out ,Chetan Bhimewal,,"Bugs,Table,Completed","ID 5625312

this is table assignment not text/FR, so table should be able to assign out. ",First Priority,
34883964606459,2015-05-19,2015-05-20,2015-05-20,PDF loading with wrong tables,Jignesh Patel,,"Table,QC,Elsevier Diabetes","Username: Michael F
Study ID: 288389

There are 4 tables in the study, but only 2 masks are showing up filled with table information that isn’t from the PDF.",First Priority,
34488970124381,2015-05-15,2015-05-20,2015-05-20,Table not showing in merge groups,Jignesh Patel,,"Completed,Elsevier Malaria","User: Joshua
Ref: 87304, Table 2
",First Priority,
34491670877501,2015-05-15,2015-05-20,2015-05-20,Merge groups not loading,Jignesh Patel,,"Completed,Elsevier Malaria","Joshua
778689
Elsevier Malaria Prevention
",First Priority,
32993975081472,2015-05-01,2015-05-19,2015-05-19,Validation Issue: receiving error for a duplicate parent result when results are captured with different timepoints,Amit,,Janssen Diabetes,"Username: Rachel
Study ID:  379696
Location of Issue: Table QC - Table 5
Project: Janssen SGLT-2 Subscription

Summary: 
Receiving the validation error “duplicate parent result for Fasting Lipid profile, HDL-C” but the 2 outcomes are distinct and are captured with 2 different timepoints. Screen shot attached.",First Priority,
32948292913036,2015-04-30,2015-05-04,2015-05-04,Study PDF is unable to fully load.  Causes whole or part of the PDF to turn blank.,Jignesh Patel,,"Completed,Janssen Diabetes","Username: Joshua
Study ID: 288582
Location of Issue: Table QC
Project: Jannsen Diabetes

Summary:
The study initially loads fine, but if you attempt to scroll down a few pages the entire study goes blank and causes any google docs to turn completely black.",First Priority,
32942471549094,2015-04-30,2015-05-01,2015-05-01,Table 1 not loading during Table QC ,Jignesh Patel,,"Completed,Janssen Diabetes","Username: aya
StudyID: 597545
Location of issue: Table QC
Project: Janssen SGLT2

Summary:
Table 1 not loading during Table QC update for merging.",First Priority,
32945346734048,2015-04-30,2015-05-01,2015-05-01,Table 2 will not load in Table QC,Jignesh Patel,,"Completed,Janssen Diabetes","Username: Joshua
Study ID: 230865
Location: Table QC - Table 2
Project: Jannsen Diabetes

Summary:
Table 2 will not load. Gets stuck on loading screen.",First Priority,
34246567323672,2015-05-14,2015-05-20,2015-05-20,"Cannot unselect ""rater"" when it has been selected",Sumit Patel,,"Bugs,High Priority,Completed,Group/Results tab,BMS- Renal Cell Carcinoma","user: emily
id: 216285

summary: cannot de-select rater after it has been chosen. clicking on the highlighted NR just closes the popup window and NR stays selected.
",First Priority,
32128522605851,2015-04-20,2015-05-29,2015-05-29,Variable Range options (IQR and CI only) to be added in the Phase Field,Soheb Rapati,,"Text,Completed,BMS- Renal Cell Carcinoma","
",First Priority,
32120600269639,2015-04-20,2015-04-23,2015-04-23,[Duplicate] Need Tables that are just extracted (but not QC finalized) to have their terms sent over to Frequency Reports.,Jignesh Patel,,"Highest Priority,admin","We need Tables that are just extracted but not finalized to have their terms sent over to Frequency Reports.  Tables that are QC finalized will have data sent out.

Additional details within original conversation within task: https://app.asana.com/0/31569084342869/30694469043109 ",First Priority,
12339008339111,2014-05-14,2015-04-24,2015-04-24,"use existing unit label dropdown (from text) and add to outcomes. have code recognize from this dropdown/list of units if unit is already there in the outcome and have it parsed out/labeled as unit. if not in the outcome, analyst needs to select from dropdown",Jignesh Patel,,"High Priority,Table","add to continuous outcomes (mean, median, average, all ranges)
add validation error if not selected",First Priority,
32404290022597,2015-04-23,2015-04-24,2015-04-24,Unable to remove unit labels from the popup. Need to add delete option.,Jignesh Patel,,"Bugs,Completed,Highest Priority,Novartis Heart Failure","Username: Bobby
Study ID: 249021
Location: Table QC - Table 2
Project: Novartis HF

Summary:
Sometimes unit labels are imported when, instead, the field should remain blank. When this occurs, I am unable to remove the unit label from the field. To recreate this issue, open an individual cell pop-up and attempt to erase the unit label.",First Priority,
32404988703863,2015-04-23,2015-04-28,2015-04-28,"Changing time points changes data labels, and vice versa",Jignesh Patel,,"Bugs,Highest Priority,Novartis Heart Failure,Elsevier Alzheimer’s","Username: Andre
Study ID: 430571 
Location: Table QC Table 1
Project: Novartis HF

Username: Rachel
Study ID:  All studies (example ID 286543)
Location of Issue: Table QC - All tables (example table 2 in 286543)
Project: Elsevier Alzheimer’s (and all projects)

Summary:
Changing data labels, changes all the time points, and changing time points changes all the data labels. You can see in this screen shot, as I was assigning time points, it changes mean (sd) to  n(%) from the label above

Additional details in duplicate task.",First Priority,
32088324830623,2015-04-20,2015-04-22,2015-04-22,Send Participant labeled data as n/% not #/%,Jignesh Patel,,Table,,First Priority,
31993694427181,2015-04-17,2015-04-22,2015-04-24,Error Report shows duplicate group name for text,Soheb Rapati,,"Text,Highest Priority,Reed Hepatitis C,Elsevier Insect Repellent","Username: laurenb
Study ID: 778723
Location of Issue: Text Extraction
Project: Elsevier Insect Repellent

Summary:
Error message states

“This study has a group with a duplicate name. Only the first one will be imported. Terminix ALLCLEAR Sidekick Trial 2”.

When the text template is checked, the study only has 1 group with that name so unclear why it shows that a duplicate exists.",First Priority,
31968270509674,2015-04-17,2015-04-20,2015-04-20,"Validaiton Issue: duplicate result error message, but has all different timepoints",Ajay,,,"Username: Rachel
Study ID: 668835
Location of Issue:Table QC Validation - Table 2
Project: Novartis Heart Failure

Summary:
Receiving the error message “this study contains the same Parent Result more than once. Only the first one was imported and the others ignored. HF Per 100000 person-years” , but the result has distinct timepoints and contains no duplicates.",First Priority,
31989900810174,2015-04-17,2015-04-20,2015-04-20,Add validation for if a radio button is not selected for the population within the group pop-up.  Must be selected.,Jignesh Patel,,Table,,First Priority,
31865846923310,2015-04-16,2015-04-17,2015-04-17,Allow radio button functionality in Table Extraction so that if the population radio button is selected it attributes that population to all cells within the group (except for those with custom population),Soheb Rapati,,"Table,Novartis Heart Failure","If the radio button is selected in the population group pop-up we need this population to automatically be applied to each cell related to that group EXCEPT for those with custom populations.  It is critical that this change does not over-ride custom populations that have already been attributed to the cells as if these populations are lost it will be impossible to identify them and correct them.

Right now we are selecting cells and adding the populations in mass, but having it all done through the radio button (which should be the same population added to the cells anyways in most cases) will save a lot of time and correct the current problem we are having where analysts are having to go through each complete study and add populations to each cell (which all currently say ""na""

Picture 1: Currently, even though 1535 is selected in the popup (Picture 2) is says ""Participants: na""
Picture 2: We want it so that if the radio button is selected, pictured
Picture 3: It automatically adds to each cell of that group the selected population, BUT
Picture 4: It leaves cells with input custom population alone, and doesnt change them.

So once again I want to stress, if there is already a custom population for that cell or if one is input later, these population should not be automatically changed.",First Priority,
31755028197759,2015-04-15,2015-04-16,2015-04-16,Novartis Export,Ajay,,,"Client - Novartis
Package - Heart Failure - Incidence/Prevalence
FQ - All References 2.11.2015  ",First Priority,
31755028197761,2015-04-15,,2015-04-15,"Author, year",,,,,,Novartis Export
31755028197765,2015-04-15,,2015-04-15,setting & location type & name fields only (don't need total location/setting),,,,,,Novartis Export
31755028197769,2015-04-15,,2015-04-15,"all outcome name & qualifiers (mean/median/average/n-%) with follow-up time period, units, Ns - tables & text",,,,,,Novartis Export
31767590232562,2015-04-15,,2015-04-15,subgroup name,,,,,,Novartis Export
31755028197771,2015-04-15,,2015-04-15,"(no group data, no pvalues, no association measures)",,,,,,Novartis Export
31755028197775,2015-04-15,,2015-04-15,frequency report on separate tab,,,,,,Novartis Export
31698320683071,2015-04-14,2015-04-22,2015-04-22,Validation error with system not registering outcome populations,Jignesh Patel,,"Table,Novartis Heart Failure,Reed Hepatitis C","Username: Dara
Study ID:
665485
Location of Issue:

1)
Type of Assignment: Table extraction

2)
Location with extraction form: Result cells
Project: Novartis HF I/P

Summary: These cells are tagged to populations and the group N is captured as well. However, the system is suddenly not recognizing that the populations have already been captured. In order to clear these errors, we have to manually click
into each cell (and just click X out of the pop-up; no need to parse the cell). This is similar to the ‘Not Reported’ checkbox issue for text extraction. Any possibility that we shouldn’t need to click all the cells in these tables? This is affecting a bunch
of other studies in this database as well.

Reference ID: 665485
Source: Table 1
Type: Results

This study contains a Result within the Group Study Population that doesn't contain N data and will not be imported. [ name | type | interval | (method of analysis &#43; subgroup &#43; unitLabel &#43; rater &#43; locationStr) | field type] Chronic kidney disease||Time
Zero:Time Zero||

This study contains a Result within the Group Study Population that doesn't contain N data and will not be imported. [ name | type | interval | (method of analysis &#43; subgroup &#43; unitLabel &#43; rater &#43; locationStr) | field type] LV ejection fraction <50%||Time
Zero:Time Zero||
Source: Table 2
Type: Results

This study contains a Result within the Group Total Population that doesn't contain N data and will not be imported. [ name | type | interval | (method of analysis &#43; subgroup &#43; unitLabel &#43; rater &#43; locationStr) | field type] Pacemaker mode, AAI||Time
Zero:Time Zero||",First Priority,
31786162183755,2015-04-15,2015-04-17,2015-04-17,Validation Error: Total range for only the first group listed in a table,Ajay,,,"Username: Andrew
Study ID: 665077
Location of Issue: Table QC, Tables 1, 2, & 3
Project: Novartis I/P Geography Priority Subset

Summary:
Getting this validation error:

""Attribute ""Leukocytes, millions/mL"" in Group ""Total Population"" contains an invalid Field Type. Choose a valid Field Type and fill it with the proper data.

Name: Low Value: 2.0
Name: High Value: 4.6""

However, the proper range field type is entered. In addition, there are three groups with the same outcome and range field type; however, no validation error reads for these groups. The same problem occurs in Tables 2 and 3, always with the first group reported and not for subsequent groups.",First Priority,
31873000767833,2015-04-16,2015-04-17,2015-04-17,Tables that have been QC Finalized are not loading,Jignesh Patel,,"Bugs,Table,QC,Highest Priority,Elsevier Malaria","Username: laurenb
Study ID: 778689
Location of Issue: Table QC, Table 1 & 4
Project: Elsevier Malaria

Summary:
This study and all of its tables were QC Finalized. Tables 2 and 3 are able to be reopened but Tables 1 and 4 just keep loading indefinitely so unable to check them on the QC end.",First Priority,
31815392838184,2015-04-16,2015-04-16,2015-04-16,"[Duplicate] population in group pop-up is set, but outcome populations show na",Jignesh Patel,,"Table,Novartis Heart Failure","Population for the group N in the column header shows as 1535... this should be allocated down the column if no other population is entered (radio button for 1535 is selected in the column header), but individual outcome populations show as ""na”
",First Priority,
31961954767930,2015-04-17,2015-04-20,2015-04-20,"Validation Issue: Report is reading a comma within a value, but even after it was corrected, it still reads a comma within the value.",Soheb Rapati,,Completed,"Username: Rachel
Study ID: 657025
Location of Issue: Table QC Validation - Table 1 Group population
Project: Novartis Heart Failure

Summary: Receiving error message

""Attribute ""First HF diagnoses"" in Group ""Women"" contains unparseable Population data. 37,356”

when comma has been removed from the population and is saving the correction—but it still does not clear the error report. Screen shots attached.",First Priority,
31789617017372,2015-04-15,2015-04-22,2015-04-22,"validation: system showing error for total range with bad range data, but cannot find the ""bad range"" anywhere on the template",Soheb Rapati,,"Completed,Novartis Heart Failure","user: emily
ID: 640838
location: text extraction
project: Heart
Failure Incidence/Prevalence - Germany, US, Canada

summary: ""A Total Range contains bad Range data 65-74 "" I get this validation error 9 times on the report.",First Priority,
